"","admission.department","discharge.department","flow"
"2504","Respiratory and Critical Care Medicine","Respiratory and Critical Care Medicine",1
"2505","Respiratory and Critical Care Medicine","Respiratory and Critical Care Medicine",2
"2506","Respiratory and Critical Care Medicine","Respiratory and Critical Care Medicine",3
"2507","Respiratory and Critical Care Medicine","Respiratory and Critical Care Medicine",2
"2508","Respiratory and Critical Care Medicine","Respiratory and Critical Care Medicine",7
"2509","Respiratory and Critical Care Medicine","Respiratory and Critical Care Medicine",5
"2510","Respiratory and Critical Care Medicine","Respiratory and Critical Care Medicine",6
"2511","Respiratory and Critical Care Medicine","Respiratory and Critical Care Medicine",6
"2512","Respiratory and Critical Care Medicine","Respiratory and Critical Care Medicine",2
"2513","Respiratory and Critical Care Medicine","Respiratory and Critical Care Medicine",1
"2514","Respiratory and Critical Care Medicine","Respiratory and Critical Care Medicine",1
"2515","Respiratory and Critical Care Medicine","Respiratory and Critical Care Medicine",4
"2516","Respiratory and Critical Care Medicine","Respiratory and Critical Care Medicine",10
"2517","Respiratory and Critical Care Medicine","Respiratory and Critical Care Medicine",9
"2518","Respiratory and Critical Care Medicine","Respiratory and Critical Care Medicine",8
"2519","Respiratory and Critical Care Medicine","Respiratory and Critical Care Medicine",15
"2520","Respiratory and Critical Care Medicine","Respiratory and Critical Care Medicine",20
"2521","Respiratory and Critical Care Medicine","Respiratory and Critical Care Medicine",10
"2522","Respiratory and Critical Care Medicine","Respiratory and Critical Care Medicine",17
"2523","Respiratory and Critical Care Medicine","Respiratory and Critical Care Medicine",15
"2524","Respiratory and Critical Care Medicine","Respiratory and Critical Care Medicine",21
"2525","Respiratory and Critical Care Medicine","Respiratory and Critical Care Medicine",15
"2526","Respiratory and Critical Care Medicine","Respiratory and Critical Care Medicine",16
"2527","Respiratory and Critical Care Medicine","Respiratory and Critical Care Medicine",23
"2528","Respiratory and Critical Care Medicine","Respiratory and Critical Care Medicine",11
"2529","Respiratory and Critical Care Medicine","Respiratory and Critical Care Medicine",21
"2530","Respiratory and Critical Care Medicine","Respiratory and Critical Care Medicine",17
"2531","Respiratory and Critical Care Medicine","Respiratory and Critical Care Medicine",20
"2532","Respiratory and Critical Care Medicine","Respiratory and Critical Care Medicine",10
"2533","Respiratory and Critical Care Medicine","Respiratory and Critical Care Medicine",11
"2534","Respiratory and Critical Care Medicine","Respiratory and Critical Care Medicine",10
"2535","Respiratory and Critical Care Medicine","Respiratory and Critical Care Medicine",14
"2536","Respiratory and Critical Care Medicine","Respiratory and Critical Care Medicine",10
"2537","Respiratory and Critical Care Medicine","Respiratory and Critical Care Medicine",2
"2538","Respiratory and Critical Care Medicine","Respiratory and Critical Care Medicine",4
"2539","Respiratory and Critical Care Medicine","Respiratory and Critical Care Medicine",8
"2540","Respiratory and Critical Care Medicine","Respiratory and Critical Care Medicine",11
"2541","Respiratory and Critical Care Medicine","Respiratory and Critical Care Medicine",8
"2542","Respiratory and Critical Care Medicine","Respiratory and Critical Care Medicine",4
"2543","Respiratory and Critical Care Medicine","Respiratory and Critical Care Medicine",4
"2544","Respiratory and Critical Care Medicine","Respiratory and Critical Care Medicine",4
"2545","Respiratory and Critical Care Medicine","Respiratory and Critical Care Medicine",3
"2546","Respiratory and Critical Care Medicine","Respiratory and Critical Care Medicine",1
"2547","Respiratory and Critical Care Medicine","Respiratory and Critical Care Medicine",1
"2548","Respiratory and Critical Care Medicine","Respiratory and Critical Care Medicine",1
"2549","Rheumatism and Immunology Department","Respiratory and Critical Care Medicine",1
"2550","Z14 Chest Oncology Department II","Respiratory and Critical Care Medicine",1
"2551","Z14 Chest Oncology Department II","Respiratory and Critical Care Medicine",1
"2552","Cardiac Large Vascular Surgery","Respiratory Medicine",1
"2553","Cardiac Large Vascular Surgery","Respiratory Medicine",1
"2554","Cardiology","Respiratory Medicine",1
"2555","Cardiology","Respiratory Medicine",1
"2556","Cardiology","Respiratory Medicine",1
"2557","Cardiology","Respiratory Medicine",1
"2558","Cardiology","Respiratory Medicine",1
"2559","Cardiology","Respiratory Medicine",1
"2560","Cardiology","Respiratory Medicine",1
"2561","Cardiology","Respiratory Medicine",1
"2562","Cardiology","Respiratory Medicine",2
"2563","Cardiology","Respiratory Medicine",1
"2564","Cardiology","Respiratory Medicine",1
"2565","Cardiology","Respiratory Medicine",3
"2566","Cardiology","Respiratory Medicine",1
"2567","Cardiology","Respiratory Medicine",1
"2568","Cardiology","Respiratory Medicine",1
"2569","Cardiology","Respiratory Medicine",1
"2570","Cardiology","Respiratory Medicine",1
"2571","Cardiology","Respiratory Medicine",1
"2572","Chest Oncology Surgery","Respiratory Medicine",1
"2573","Comprehensive internal medicine","Respiratory Medicine",1
"2574","Comprehensive internal medicine","Respiratory Medicine",1
"2575","Department of Critical Care Medicine","Respiratory Medicine",1
"2576","Department of Infectious Diseases","Respiratory Medicine",1
"2577","Department of Traditional Chinese Medicine","Respiratory Medicine",1
"2578","Emergency Internal Medicine","Respiratory Medicine",1
"2579","Gastroenterology","Respiratory Medicine",1
"2580","Gastroenterology","Respiratory Medicine",1
"2581","Interventional Radiology","Respiratory Medicine",1
"2582","L3 Breast Oncology DepartmentⅠ","Respiratory Medicine",1
"2583","Nephropathy Department","Respiratory Medicine",1
"2584","Neurology","Respiratory Medicine",1
"2585","Neurology","Respiratory Medicine",1
"2586","Neurology","Respiratory Medicine",1
"2587","orthopedics","Respiratory Medicine",1
"2588","orthopedics","Respiratory Medicine",1
"2589","orthopedics","Respiratory Medicine",1
"2590","Respiratory Medicine","Respiratory Medicine",2
"2591","Respiratory Medicine","Respiratory Medicine",1
"2592","Respiratory Medicine","Respiratory Medicine",2
"2593","Respiratory Medicine","Respiratory Medicine",1
"2594","Respiratory Medicine","Respiratory Medicine",2
"2595","Respiratory Medicine","Respiratory Medicine",2
"2596","Respiratory Medicine","Respiratory Medicine",3
"2597","Respiratory Medicine","Respiratory Medicine",1
"2598","Respiratory Medicine","Respiratory Medicine",4
"2599","Respiratory Medicine","Respiratory Medicine",5
"2600","Respiratory Medicine","Respiratory Medicine",5
"2601","Respiratory Medicine","Respiratory Medicine",5
"2602","Respiratory Medicine","Respiratory Medicine",3
"2603","Respiratory Medicine","Respiratory Medicine",6
"2604","Respiratory Medicine","Respiratory Medicine",13
"2605","Respiratory Medicine","Respiratory Medicine",7
"2606","Respiratory Medicine","Respiratory Medicine",13
"2607","Respiratory Medicine","Respiratory Medicine",9
"2608","Respiratory Medicine","Respiratory Medicine",17
"2609","Respiratory Medicine","Respiratory Medicine",11
"2610","Respiratory Medicine","Respiratory Medicine",14
"2611","Respiratory Medicine","Respiratory Medicine",17
"2612","Respiratory Medicine","Respiratory Medicine",22
"2613","Respiratory Medicine","Respiratory Medicine",25
"2614","Respiratory Medicine","Respiratory Medicine",28
"2615","Respiratory Medicine","Respiratory Medicine",30
"2616","Respiratory Medicine","Respiratory Medicine",31
"2617","Respiratory Medicine","Respiratory Medicine",33
"2618","Respiratory Medicine","Respiratory Medicine",41
"2619","Respiratory Medicine","Respiratory Medicine",40
"2620","Respiratory Medicine","Respiratory Medicine",33
"2621","Respiratory Medicine","Respiratory Medicine",40
"2622","Respiratory Medicine","Respiratory Medicine",32
"2623","Respiratory Medicine","Respiratory Medicine",35
"2624","Respiratory Medicine","Respiratory Medicine",35
"2625","Respiratory Medicine","Respiratory Medicine",39
"2626","Respiratory Medicine","Respiratory Medicine",33
"2627","Respiratory Medicine","Respiratory Medicine",30
"2628","Respiratory Medicine","Respiratory Medicine",49
"2629","Respiratory Medicine","Respiratory Medicine",28
"2630","Respiratory Medicine","Respiratory Medicine",44
"2631","Respiratory Medicine","Respiratory Medicine",31
"2632","Respiratory Medicine","Respiratory Medicine",27
"2633","Respiratory Medicine","Respiratory Medicine",39
"2634","Respiratory Medicine","Respiratory Medicine",28
"2635","Respiratory Medicine","Respiratory Medicine",25
"2636","Respiratory Medicine","Respiratory Medicine",18
"2637","Respiratory Medicine","Respiratory Medicine",21
"2638","Respiratory Medicine","Respiratory Medicine",9
"2639","Respiratory Medicine","Respiratory Medicine",19
"2640","Respiratory Medicine","Respiratory Medicine",12
"2641","Respiratory Medicine","Respiratory Medicine",6
"2642","Respiratory Medicine","Respiratory Medicine",15
"2643","Respiratory Medicine","Respiratory Medicine",5
"2644","Respiratory Medicine","Respiratory Medicine",1
"2645","Respiratory Medicine","Respiratory Medicine",1
"2646","Respiratory Medicine","Respiratory Medicine",1
"2647","Rheumatism and Immunology Department","Respiratory Medicine",1
"2648","Thoracic Surgery","Respiratory Medicine",1
"2649","Thoracic Surgery","Respiratory Medicine",1
"2650","Urology","Respiratory Medicine",1
"2651","Z10 Abdominal Oncology Department II","Respiratory Medicine",1
"2652","Cardiology","Rheumatism and Immunology Department",1
"2653","Cardiology","Rheumatism and Immunology Department",1
"2654","Comprehensive internal medicine","Rheumatism and Immunology Department",1
"2655","Department of Rehabilitation Medicine","Rheumatism and Immunology Department",1
"2656","Endocrinology Department","Rheumatism and Immunology Department",1
"2657","Gastroenterology","Rheumatism and Immunology Department",1
"2658","Neurology","Rheumatism and Immunology Department",1
"2659","Respiratory Medicine","Rheumatism and Immunology Department",1
"2660","Rheumatism and Immunology Department","Rheumatism and Immunology Department",1
"2661","Rheumatism and Immunology Department","Rheumatism and Immunology Department",1
"2662","Rheumatism and Immunology Department","Rheumatism and Immunology Department",1
"2663","Rheumatism and Immunology Department","Rheumatism and Immunology Department",1
"2664","Rheumatism and Immunology Department","Rheumatism and Immunology Department",1
"2665","Rheumatism and Immunology Department","Rheumatism and Immunology Department",4
"2666","Rheumatism and Immunology Department","Rheumatism and Immunology Department",3
"2667","Rheumatism and Immunology Department","Rheumatism and Immunology Department",4
"2668","Rheumatism and Immunology Department","Rheumatism and Immunology Department",8
"2669","Rheumatism and Immunology Department","Rheumatism and Immunology Department",5
"2670","Rheumatism and Immunology Department","Rheumatism and Immunology Department",4
"2671","Rheumatism and Immunology Department","Rheumatism and Immunology Department",4
"2672","Rheumatism and Immunology Department","Rheumatism and Immunology Department",5
"2673","Rheumatism and Immunology Department","Rheumatism and Immunology Department",10
"2674","Rheumatism and Immunology Department","Rheumatism and Immunology Department",7
"2675","Rheumatism and Immunology Department","Rheumatism and Immunology Department",4
"2676","Rheumatism and Immunology Department","Rheumatism and Immunology Department",6
"2677","Rheumatism and Immunology Department","Rheumatism and Immunology Department",2
"2678","Rheumatism and Immunology Department","Rheumatism and Immunology Department",4
"2679","Rheumatism and Immunology Department","Rheumatism and Immunology Department",7
"2680","Rheumatism and Immunology Department","Rheumatism and Immunology Department",10
"2681","Rheumatism and Immunology Department","Rheumatism and Immunology Department",13
"2682","Rheumatism and Immunology Department","Rheumatism and Immunology Department",10
"2683","Rheumatism and Immunology Department","Rheumatism and Immunology Department",5
"2684","Rheumatism and Immunology Department","Rheumatism and Immunology Department",10
"2685","Rheumatism and Immunology Department","Rheumatism and Immunology Department",11
"2686","Rheumatism and Immunology Department","Rheumatism and Immunology Department",8
"2687","Rheumatism and Immunology Department","Rheumatism and Immunology Department",7
"2688","Rheumatism and Immunology Department","Rheumatism and Immunology Department",9
"2689","Rheumatism and Immunology Department","Rheumatism and Immunology Department",5
"2690","Rheumatism and Immunology Department","Rheumatism and Immunology Department",8
"2691","Rheumatism and Immunology Department","Rheumatism and Immunology Department",6
"2692","Rheumatism and Immunology Department","Rheumatism and Immunology Department",4
"2693","Rheumatism and Immunology Department","Rheumatism and Immunology Department",5
"2694","Rheumatism and Immunology Department","Rheumatism and Immunology Department",3
"2695","Rheumatism and Immunology Department","Rheumatism and Immunology Department",1
"2696","Rheumatism and Immunology Department","Rheumatism and Immunology Department",5
"2697","Rheumatism and Immunology Department","Rheumatism and Immunology Department",3
"2698","Rheumatism and Immunology Department","Rheumatism and Immunology Department",4
"2699","Rheumatism and Immunology Department","Rheumatism and Immunology Department",2
"2700","Rheumatism and Immunology Department","Rheumatism and Immunology Department",2
"2701","Rheumatism and Immunology Department","Rheumatism and Immunology Department",2
"2702","Rheumatism and Immunology Department","Rheumatism and Immunology Department",1
"2703","Rheumatism and Immunology Department","Rheumatism and Immunology Department",1
"2704","Rheumatism and Immunology Department","Rheumatism and Immunology Department",1
"2705","Rheumatism and Immunology Department","Rheumatism and Immunology Department",2
"2706","Z7 Head and Neck Oncology DepartmentⅠ","Rheumatism and Immunology Department",1
"2707","Stem Cell Center Cell Therapy Department","Stem Cell Center Cell Therapy Department",1
"2708","surgical","surgical",1
"2709","Cardiac Large Vascular Surgery","Thoracic Surgery",1
"2710","Cardiac Large Vascular Surgery","Thoracic Surgery",1
"2711","Cardiology","Thoracic Surgery",1
"2712","Cardiology","Thoracic Surgery",1
"2713","Cardiology","Thoracic Surgery",1
"2714","Cardiology","Thoracic Surgery",1
"2715","Cardiology","Thoracic Surgery",1
"2716","Cardiology","Thoracic Surgery",1
"2717","Cardiology","Thoracic Surgery",1
"2718","Cardiology","Thoracic Surgery",1
"2719","Chest Oncology Surgery","Thoracic Surgery",1
"2720","Chest Oncology Surgery","Thoracic Surgery",2
"2721","Chest Oncology Surgery","Thoracic Surgery",1
"2722","Chest Oncology Surgery","Thoracic Surgery",1
"2723","Chest Oncology Surgery","Thoracic Surgery",2
"2724","Comprehensive internal medicine","Thoracic Surgery",1
"2725","Comprehensive internal medicine","Thoracic Surgery",1
"2726","Comprehensive internal medicine","Thoracic Surgery",1
"2727","Comprehensive internal medicine","Thoracic Surgery",1
"2728","Gastroenterology","Thoracic Surgery",1
"2729","Gastroenterology","Thoracic Surgery",1
"2730","Gastroenterology","Thoracic Surgery",1
"2731","Gastroenterology","Thoracic Surgery",1
"2732","L5 osteosoft tissue oncology department","Thoracic Surgery",1
"2733","Respiratory and Critical Care Medicine","Thoracic Surgery",1
"2734","Respiratory and Critical Care Medicine","Thoracic Surgery",1
"2735","Respiratory and Critical Care Medicine","Thoracic Surgery",1
"2736","Respiratory and Critical Care Medicine","Thoracic Surgery",1
"2737","Respiratory and Critical Care Medicine","Thoracic Surgery",1
"2738","Respiratory and Critical Care Medicine","Thoracic Surgery",1
"2739","Respiratory and Critical Care Medicine","Thoracic Surgery",1
"2740","Respiratory Medicine","Thoracic Surgery",1
"2741","Respiratory Medicine","Thoracic Surgery",2
"2742","Respiratory Medicine","Thoracic Surgery",1
"2743","Respiratory Medicine","Thoracic Surgery",1
"2744","Respiratory Medicine","Thoracic Surgery",1
"2745","Respiratory Medicine","Thoracic Surgery",2
"2746","Respiratory Medicine","Thoracic Surgery",1
"2747","Respiratory Medicine","Thoracic Surgery",1
"2748","Respiratory Medicine","Thoracic Surgery",1
"2749","Thoracic Surgery","Thoracic Surgery",1
"2750","Thoracic Surgery","Thoracic Surgery",1
"2751","Thoracic Surgery","Thoracic Surgery",2
"2752","Thoracic Surgery","Thoracic Surgery",3
"2753","Thoracic Surgery","Thoracic Surgery",3
"2754","Thoracic Surgery","Thoracic Surgery",3
"2755","Thoracic Surgery","Thoracic Surgery",7
"2756","Thoracic Surgery","Thoracic Surgery",4
"2757","Thoracic Surgery","Thoracic Surgery",2
"2758","Thoracic Surgery","Thoracic Surgery",4
"2759","Thoracic Surgery","Thoracic Surgery",4
"2760","Thoracic Surgery","Thoracic Surgery",3
"2761","Thoracic Surgery","Thoracic Surgery",5
"2762","Thoracic Surgery","Thoracic Surgery",7
"2763","Thoracic Surgery","Thoracic Surgery",10
"2764","Thoracic Surgery","Thoracic Surgery",8
"2765","Thoracic Surgery","Thoracic Surgery",16
"2766","Thoracic Surgery","Thoracic Surgery",8
"2767","Thoracic Surgery","Thoracic Surgery",9
"2768","Thoracic Surgery","Thoracic Surgery",11
"2769","Thoracic Surgery","Thoracic Surgery",9
"2770","Thoracic Surgery","Thoracic Surgery",13
"2771","Thoracic Surgery","Thoracic Surgery",9
"2772","Thoracic Surgery","Thoracic Surgery",3
"2773","Thoracic Surgery","Thoracic Surgery",4
"2774","Thoracic Surgery","Thoracic Surgery",7
"2775","Thoracic Surgery","Thoracic Surgery",5
"2776","Thoracic Surgery","Thoracic Surgery",2
"2777","Thoracic Surgery","Thoracic Surgery",9
"2778","Thoracic Surgery","Thoracic Surgery",5
"2779","Thoracic Surgery","Thoracic Surgery",5
"2780","Thoracic Surgery","Thoracic Surgery",5
"2781","Thoracic Surgery","Thoracic Surgery",3
"2782","Thoracic Surgery","Thoracic Surgery",1
"2783","Thoracic Surgery","Thoracic Surgery",1
"2784","Thoracic Surgery","Thoracic Surgery",2
"2785","Thoracic Surgery","Thoracic Surgery",1
"2786","Z14 Chest Oncology Department II","Thoracic Surgery",1
"2787","Z15 chest tumorⅣ","Thoracic Surgery",1
"2788","Department of Traditional Chinese Medicine","Tumor ICU",1
"2789","Tumor ICU","Tumor ICU",1
"2790","Tumor ICU","Tumor ICU",1
"2791","Cardiology","Urology",1
"2792","Cardiology","Urology",1
"2793","Cardiology","Urology",1
"2794","Cardiology","Urology",1
"2795","Cardiology","Urology",2
"2796","Cardiology","Urology",1
"2797","Cardiology","Urology",1
"2798","Cardiology","Urology",1
"2799","Comprehensive internal medicine","Urology",1
"2800","Comprehensive internal medicine","Urology",1
"2801","Department of Critical Care Medicine","Urology",1
"2802","Department of Critical Care Medicine","Urology",1
"2803","Department of Infectious Diseases","Urology",1
"2804","Endocrinology Department","Urology",1
"2805","Endocrinology Department","Urology",1
"2806","Gastroenterology","Urology",1
"2807","Gastroenterology","Urology",1
"2808","Gastroenterology Surgery","Urology",1
"2809","Hepatobiliary Surgery","Urology",1
"2810","Nephropathy Department","Urology",1
"2811","Nephropathy Department","Urology",1
"2812","Respiratory Medicine","Urology",1
"2813","Urology","Urology",1
"2814","Urology","Urology",2
"2815","Urology","Urology",4
"2816","Urology","Urology",2
"2817","Urology","Urology",3
"2818","Urology","Urology",1
"2819","Urology","Urology",1
"2820","Urology","Urology",2
"2821","Urology","Urology",1
"2822","Urology","Urology",2
"2823","Urology","Urology",3
"2824","Urology","Urology",4
"2825","Urology","Urology",3
"2826","Urology","Urology",3
"2827","Urology","Urology",5
"2828","Urology","Urology",10
"2829","Urology","Urology",9
"2830","Urology","Urology",18
"2831","Urology","Urology",12
"2832","Urology","Urology",10
"2833","Urology","Urology",15
"2834","Urology","Urology",11
"2835","Urology","Urology",16
"2836","Urology","Urology",23
"2837","Urology","Urology",22
"2838","Urology","Urology",14
"2839","Urology","Urology",17
"2840","Urology","Urology",18
"2841","Urology","Urology",24
"2842","Urology","Urology",40
"2843","Urology","Urology",34
"2844","Urology","Urology",41
"2845","Urology","Urology",36
"2846","Urology","Urology",43
"2847","Urology","Urology",33
"2848","Urology","Urology",29
"2849","Urology","Urology",38
"2850","Urology","Urology",35
"2851","Urology","Urology",32
"2852","Urology","Urology",26
"2853","Urology","Urology",21
"2854","Urology","Urology",33
"2855","Urology","Urology",33
"2856","Urology","Urology",15
"2857","Urology","Urology",19
"2858","Urology","Urology",19
"2859","Urology","Urology",8
"2860","Urology","Urology",17
"2861","Urology","Urology",16
"2862","Urology","Urology",15
"2863","Urology","Urology",17
"2864","Urology","Urology",8
"2865","Urology","Urology",12
"2866","Urology","Urology",8
"2867","Urology","Urology",7
"2868","Urology","Urology",1
"2869","Urology","Urology",4
"2870","Urology","Urology",1
"2871","Urology","Urology",1
"2872","Urology","Urology",1
"2873","Urology","Urology",1
"2874","Vascular Surgery","Urology",1
"2875","Vascular Surgery","Urology",1
"2876","Pancreatic Surgery","V1 interventional department",1
"2877","Comprehensive internal medicine","V4 Surgery Comprehensive Ward",1
"2878","Comprehensive internal medicine","V4 Surgery Comprehensive Ward",1
"2879","Comprehensive internal medicine","V4 Surgery Comprehensive Ward",1
"2880","V4 Surgery Comprehensive Ward","V4 Surgery Comprehensive Ward",1
"2881","V4 Surgery Comprehensive Ward","V4 Surgery Comprehensive Ward",1
"2882","V4 Surgery Comprehensive Ward","V4 Surgery Comprehensive Ward",1
"2883","V4 Surgery Comprehensive Ward","V4 Surgery Comprehensive Ward",1
"2884","V4 Surgery Comprehensive Ward","V4 Surgery Comprehensive Ward",1
"2885","V4 Surgery Comprehensive Ward","V4 Surgery Comprehensive Ward",2
"2886","V4 Surgery Comprehensive Ward","V4 Surgery Comprehensive Ward",2
"2887","V4 Surgery Comprehensive Ward","V4 Surgery Comprehensive Ward",1
"2888","V4 Surgery Comprehensive Ward","V4 Surgery Comprehensive Ward",1
"2889","V4 Surgery Comprehensive Ward","V4 Surgery Comprehensive Ward",3
"2890","V4 Surgery Comprehensive Ward","V4 Surgery Comprehensive Ward",1
"2891","V4 Surgery Comprehensive Ward","V4 Surgery Comprehensive Ward",2
"2892","V4 Surgery Comprehensive Ward","V4 Surgery Comprehensive Ward",1
"2893","V4 Surgery Comprehensive Ward","V4 Surgery Comprehensive Ward",1
"2894","V4 Surgery Comprehensive Ward","V4 Surgery Comprehensive Ward",1
"2895","V4 Surgery Comprehensive Ward","V4 Surgery Comprehensive Ward",1
"2896","V4 Surgery Comprehensive Ward","V4 Surgery Comprehensive Ward",1
"2897","V4 Surgery Comprehensive Ward","V4 Surgery Comprehensive Ward",1
"2898","Gastroenterology","V5 General Medicine",1
"2899","V5 General Medicine","V5 General Medicine",1
"2900","V5 General Medicine","V5 General Medicine",2
"2901","V5 General Medicine","V5 General Medicine",1
"2902","V5 General Medicine","V5 General Medicine",2
"2903","V5 General Medicine","V5 General Medicine",2
"2904","V5 General Medicine","V5 General Medicine",1
"2905","V5 General Medicine","V5 General Medicine",3
"2906","V5 General Medicine","V5 General Medicine",3
"2907","V5 General Medicine","V5 General Medicine",1
"2908","V5 General Medicine","V5 General Medicine",1
"2909","V5 General Medicine","V5 General Medicine",1
"2910","V5 General Medicine","V5 General Medicine",2
"2911","V5 General Medicine","V5 General Medicine",1
"2912","V5 General Medicine","V5 General Medicine",3
"2913","V5 General Medicine","V5 General Medicine",4
"2914","V5 General Medicine","V5 General Medicine",1
"2915","V5 General Medicine","V5 General Medicine",1
"2916","V5 General Medicine","V5 General Medicine",1
"2917","V5 General Medicine","V5 General Medicine",6
"2918","V5 General Medicine","V5 General Medicine",2
"2919","V5 General Medicine","V5 General Medicine",1
"2920","V5 General Medicine","V5 General Medicine",1
"2921","V5 General Medicine","V5 General Medicine",1
"2922","V5 General Medicine","V5 General Medicine",1
"2923","V5 General Medicine","V5 General Medicine",3
"2924","V5 General Medicine","V5 General Medicine",1
"2925","V5 General Medicine","V5 General Medicine",1
"2926","V5 General Medicine","V5 General Medicine",1
"2927","V5 General Medicine","V5 General Medicine",1
"2928","V5 General Medicine","V5 General Medicine",1
"2929","V5 General Medicine","V5 General Medicine",4
"2930","V5 General Medicine","V5 General Medicine",1
"2931","V5 General Medicine","V5 General Medicine",1
"2932","V5 General Medicine","V5 General Medicine",2
"2933","V5 General Medicine","V5 General Medicine",1
"2934","Anorectal Surgery","Vascular Surgery",1
"2935","Cardiac Large Vascular Surgery","Vascular Surgery",1
"2936","Cardiac Large Vascular Surgery","Vascular Surgery",1
"2937","Cardiac Large Vascular Surgery","Vascular Surgery",1
"2938","Cardiac Large Vascular Surgery","Vascular Surgery",1
"2939","Cardiac Large Vascular Surgery","Vascular Surgery",1
"2940","Cardiology","Vascular Surgery",1
"2941","Cardiology","Vascular Surgery",2
"2942","Cardiology","Vascular Surgery",1
"2943","Cardiology","Vascular Surgery",2
"2944","Cardiology","Vascular Surgery",1
"2945","Comprehensive internal medicine","Vascular Surgery",1
"2946","Comprehensive internal medicine","Vascular Surgery",1
"2947","Department of Traditional Chinese Medicine","Vascular Surgery",1
"2948","Emergency Surgery","Vascular Surgery",1
"2949","Emergency Surgery","Vascular Surgery",1
"2950","Emergency Surgery","Vascular Surgery",1
"2951","Emergency Surgery","Vascular Surgery",1
"2952","Emergency Surgery","Vascular Surgery",1
"2953","Endocrinology Department","Vascular Surgery",1
"2954","Gastroenterology","Vascular Surgery",1
"2955","Gastroenterology","Vascular Surgery",1
"2956","Gastroenterology","Vascular Surgery",1
"2957","Gastroenterology Surgery","Vascular Surgery",1
"2958","Gastroenterology Surgery","Vascular Surgery",1
"2959","Gynecology","Vascular Surgery",1
"2960","Gynecology","Vascular Surgery",1
"2961","Hepatobiliary Surgery","Vascular Surgery",1
"2962","Interventional Radiology","Vascular Surgery",1
"2963","Nephropathy Department","Vascular Surgery",1
"2964","Nephropathy Department","Vascular Surgery",1
"2965","Nephropathy Department","Vascular Surgery",1
"2966","Nephropathy Department","Vascular Surgery",1
"2967","Nephropathy Department","Vascular Surgery",1
"2968","Nephropathy Department","Vascular Surgery",1
"2969","Neurology","Vascular Surgery",1
"2970","Neurology","Vascular Surgery",1
"2971","Neurology","Vascular Surgery",1
"2972","Neurology","Vascular Surgery",1
"2973","Neurology","Vascular Surgery",1
"2974","orthopedics","Vascular Surgery",1
"2975","Respiratory Medicine","Vascular Surgery",1
"2976","Rheumatism and Immunology Department","Vascular Surgery",1
"2977","Urology","Vascular Surgery",1
"2978","Urology","Vascular Surgery",1
"2979","Urology","Vascular Surgery",1
"2980","Vascular Surgery","Vascular Surgery",1
"2981","Vascular Surgery","Vascular Surgery",1
"2982","Vascular Surgery","Vascular Surgery",1
"2983","Vascular Surgery","Vascular Surgery",1
"2984","Vascular Surgery","Vascular Surgery",2
"2985","Vascular Surgery","Vascular Surgery",1
"2986","Vascular Surgery","Vascular Surgery",1
"2987","Vascular Surgery","Vascular Surgery",1
"2988","Vascular Surgery","Vascular Surgery",2
"2989","Vascular Surgery","Vascular Surgery",2
"2990","Vascular Surgery","Vascular Surgery",1
"2991","Vascular Surgery","Vascular Surgery",1
"2992","Vascular Surgery","Vascular Surgery",7
"2993","Vascular Surgery","Vascular Surgery",5
"2994","Vascular Surgery","Vascular Surgery",5
"2995","Vascular Surgery","Vascular Surgery",2
"2996","Vascular Surgery","Vascular Surgery",8
"2997","Vascular Surgery","Vascular Surgery",5
"2998","Vascular Surgery","Vascular Surgery",4
"2999","Vascular Surgery","Vascular Surgery",3
"3000","Vascular Surgery","Vascular Surgery",12
"3001","Vascular Surgery","Vascular Surgery",8
"3002","Vascular Surgery","Vascular Surgery",11
"3003","Vascular Surgery","Vascular Surgery",7
"3004","Vascular Surgery","Vascular Surgery",20
"3005","Vascular Surgery","Vascular Surgery",19
"3006","Vascular Surgery","Vascular Surgery",24
"3007","Vascular Surgery","Vascular Surgery",30
"3008","Vascular Surgery","Vascular Surgery",25
"3009","Vascular Surgery","Vascular Surgery",28
"3010","Vascular Surgery","Vascular Surgery",35
"3011","Vascular Surgery","Vascular Surgery",33
"3012","Vascular Surgery","Vascular Surgery",36
"3013","Vascular Surgery","Vascular Surgery",23
"3014","Vascular Surgery","Vascular Surgery",20
"3015","Vascular Surgery","Vascular Surgery",29
"3016","Vascular Surgery","Vascular Surgery",38
"3017","Vascular Surgery","Vascular Surgery",29
"3018","Vascular Surgery","Vascular Surgery",37
"3019","Vascular Surgery","Vascular Surgery",19
"3020","Vascular Surgery","Vascular Surgery",25
"3021","Vascular Surgery","Vascular Surgery",28
"3022","Vascular Surgery","Vascular Surgery",24
"3023","Vascular Surgery","Vascular Surgery",28
"3024","Vascular Surgery","Vascular Surgery",22
"3025","Vascular Surgery","Vascular Surgery",17
"3026","Vascular Surgery","Vascular Surgery",13
"3027","Vascular Surgery","Vascular Surgery",16
"3028","Vascular Surgery","Vascular Surgery",8
"3029","Vascular Surgery","Vascular Surgery",6
"3030","Vascular Surgery","Vascular Surgery",6
"3031","Vascular Surgery","Vascular Surgery",10
"3032","Vascular Surgery","Vascular Surgery",5
"3033","Vascular Surgery","Vascular Surgery",3
"3034","Vascular Surgery","Vascular Surgery",2
"3035","Vascular Surgery","Vascular Surgery",2
"3036","Vascular Surgery","Vascular Surgery",3
"3037","Vascular Surgery","Vascular Surgery",1
